id,happiness,birth,edu,income,floor_area,height_cm,weight_jin,health,media_5
5785,5,1930,3,4000,100,150,110,5,1
5786,4,1948,4,25000,125,162,120,3,1
5787,4,1985,12,60000,80,178,130,4,5
5788,4,1965,1,5000,200,165,140,3,1
5789,3,1991,4,-1,40,165,120,4,5
5790,5,1973,11,100000,72,160,130,1,4
5791,4,1957,6,15000,40,174,180,2,2
5792,4,1930,12,36000,105,155,120,3,1
5793,5,1983,10,24000,70,160,100,3,5
5794,2,1948,4,12000,35,165,135,4,1
5795,4,1990,12,48000,85,157,96,3,5
5796,4,1950,3,10000,100,160,110,3,3
5797,4,1958,4,0,90,165,123,4,1
5798,5,1954,4,0,250,170,116,3,1
5799,4,1969,6,-3,90,160,90,4,3
5800,4,1961,3,10000,139,165,120,5,1
5801,3,1969,3,3000,300,157,100,3,2
5802,2,1986,6,30000,30,173,120,2,5
5803,4,1979,12,100000,70,174,160,5,5
5804,4,1989,12,0,120,162,88,5,5
5805,5,1976,3,0,150,159,110,5,1
5806,4,1954,3,1500,19,170,110,2,1
5807,5,1952,7,2400,200,156,130,2,3
5808,4,1953,4,37200,39.1,158,130,3,1
5809,4,1959,4,48000,87,156,110,3,1
5810,4,1997,4,1000,120,155,103,5,4
5811,4,1933,4,30000,150,170,180,4,1
5812,4,1968,3,10000,110,158,98,3,1
5813,5,1996,6,0,200,165,110,5,5
5814,4,1949,3,3000,200,155,95,4,1
5815,4,1976,7,100000,262,170,120,3,5
5816,4,1950,4,5000,42,170,170,3,1
5817,3,1945,1,-2,66,145,110,5,1
5818,4,1956,6,20000,185,170,146,4,1
5819,5,1959,1,10000,90,166,140,3,1
5820,5,1968,12,26400,35,160,110,4,1
5821,5,1952,1,80000,180,160,130,4,1
5822,2,1944,4,10440,45,169,79,2,1
5823,4,1965,1,20000,115,150,100,4,1
5824,4,1950,3,30000,240,154,100,3,1
5825,4,1982,12,90000,45,178,145,4,5
5826,3,1959,10,50000,50,170,150,3,4
5827,3,1992,12,36000,100,170,135,4,5
5828,5,1965,10,30000,60,170,110,4,4
5829,5,1984,5,35000,40,161,102,5,3
5830,5,1951,1,0,105,162,158,4,1
5831,4,1989,10,120000,100,166,105,4,5
5832,2,1980,3,20000,70,175,130,5,5
5833,5,1965,3,12000,70,155,110,4,1
5834,4,1997,6,0,240,175,120,4,5
5835,4,1964,9,30000,91,170,150,2,1
5836,4,1971,3,10000,120,160,100,3,1
5837,2,1936,3,25000,48,165,130,2,1
5838,4,1947,4,500,100,162,122,3,1
5839,5,1942,3,1000,35,160,92,1,1
5840,4,1975,4,40000,300,170,135,5,3
5841,3,1989,10,0,97,162,106,3,5
5842,4,1946,1,2500,80,158,110,3,1
5843,5,1947,3,0,75,160,120,4,1
5844,5,1944,1,1000,160,162,120,3,1
5845,5,1963,4,15000,120,163,130,4,1
5846,4,1963,6,20000,100,162,126,4,1
5847,3,1922,4,30000,35,170,120,2,2
5848,4,1950,3,50000,200,165,130,3,1
5849,4,1973,4,20000,65,178,167,3,4
5850,4,1960,7,24000,30,173,150,3,1
5851,4,1950,1,0,60,155,100,2,1
5852,4,1933,10,70000,73,164,130,3,2
5853,4,1974,4,30000,97,175,125,5,3
5854,4,1976,4,0,178,158,120,2,1
5855,4,1965,4,7000,170,160,90,4,1
5856,4,1942,3,6000,160,170,145,2,1
5857,4,1972,10,180000,100,175,140,5,5
5858,5,1925,1,2000,150,165,100,4,1
5859,2,1982,6,80000,10,165,130,4,5
5860,3,1985,6,30000,130,175,140,5,4
5861,3,1970,3,-3,120,170,170,5,1
5862,4,1989,12,25200,110,155,96,5,5
5863,5,1967,3,0,260,149,120,4,1
5864,4,1979,5,24000,75,175,120,5,4
5865,4,1983,4,30000,120,162,100,5,5
5866,4,1971,3,5000,120,155,90,3,1
5867,4,1968,12,50000,100,150,90,3,5
5868,4,1994,3,0,250,158,100,4,1
5869,4,1984,7,100000,90,170,140,5,3
5870,3,1946,3,6240,30,160,100,3,1
5871,5,1955,1,-1,100,155,110,1,1
5872,4,1941,3,35000,50,170,135,2,1
5873,4,1964,4,50000,170,164,100,5,1
5874,4,1976,3,0,80,165,100,3,1
5875,4,1956,6,0,200,170,124,2,1
5876,4,1939,1,1000,100,160,75,5,1
5877,4,1954,1,6000,80,152,100,4,1
5878,5,1952,3,13000,120,173,124,5,1
5879,4,1983,6,0,98,165,100,4,3
5880,3,1966,3,30000,60,158,140,4,2
5881,4,1935,2,0,42,157,120,4,1
5882,4,1973,3,20000,70,170,126,4,3
5883,4,1994,12,0,78,178,180,4,5
5884,4,1976,4,0,126,161,120,5,5
5885,4,1957,9,42000,383,160,115,3,5
5886,4,1963,4,0,200,155,95,2,1
5887,5,1966,3,0,150,168,132,5,1
5888,4,1982,4,40000,57,158,100,4,5
5889,4,1963,4,6000,80,160,105,5,2
5890,4,1982,10,80000,60,180,146,4,5
5891,4,1988,7,0,150,163,180,4,4
5892,4,1971,7,31000,72,180,140,5,5
5893,5,1943,3,10000,100,156,105,5,1
5894,3,1972,4,30000,110,155,120,4,3
5895,4,1956,6,0,105,150,140,4,5
5896,4,1956,6,36000,100,162,130,5,4
5897,-8,1982,3,-2,176,154,110,5,3
5898,4,1973,6,25000,115,172,125,3,3
5899,5,1973,12,-2,120,160,110,4,4
5900,4,1965,3,5000,150,165,120,4,1
5901,4,1979,6,20000,500,160,90,5,4
5902,4,1967,6,50000,80,170,140,5,4
5903,3,1967,3,20000,100,157,120,3,3
5904,4,1957,1,10000,150,160,105,3,1
5905,3,1993,12,-1,80,182,130,4,5
5906,4,1933,2,13000,74,160,122,3,1
5907,4,1957,3,15000,70,155,120,4,1
5908,4,1965,12,150000,160,178,150,4,5
5909,3,1941,1,10000,110,170,128,2,1
5910,5,1989,11,0,50,160,114,5,4
5911,4,1944,3,5000,200,167,150,3,1
5912,5,1968,3,10000,100,155,115,4,1
5913,4,1962,3,-3,260,158,110,2,1
5914,4,1983,7,30000,130,155,98,5,5
5915,4,1972,12,180000,110,165,130,5,5
5916,5,1978,4,0,81.5,160,110,2,1
5917,4,1984,1,1000,200,160,100,4,4
5918,3,1979,4,30000,80,180,200,2,4
5919,5,1946,3,660,80,167,130,1,1
5920,5,1970,3,0,75,155,98,3,1
5921,4,1965,4,45000,100,170,130,4,1
5922,4,1950,4,8000,100,168,125,3,1
5923,5,1997,6,0,80,153,92,5,5
5924,4,1941,3,1000,120,170,120,2,2
5925,4,1984,4,0,28,166,104,5,4
5926,3,1950,4,0,45,157,92,1,1
5927,4,1941,7,40000,69.2,172,140,4,1
5928,4,1950,4,25000,89,175,130,4,1
5929,4,1952,1,12800,150,155,100,2,1
5930,4,1933,3,34800,48,163,100,5,1
5931,4,1976,6,0,50,165,130,5,2
5932,4,1937,3,660,80,180,140,1,1
5933,4,1959,9,60000,60,156,100,4,3
5934,4,1954,4,7000,100,170,140,4,1
5935,4,1988,12,50000,100,160,95,4,5
5936,4,1997,6,0,140,170,110,4,4
5937,5,1968,4,30000,110,172,140,5,1
5938,4,1955,7,48000,100,158,90,3,5
5939,3,1957,4,10000,100,169,110,4,1
5940,2,1963,3,30000,180,160,110,3,1
5941,4,1955,4,50000,65,157,127,4,4
5942,4,1969,3,-1,200,165,120,5,1
5943,4,1947,9,40000,48.9,153,98,3,3
5944,5,1954,1,20000,400,168,118,4,1
5945,4,1970,1,10000,200,165,110,3,1
5946,4,1990,6,60000,50,178,146,5,5
5947,4,1974,4,0,53,165,110,5,5
5948,3,1988,4,-3,140,172,120,4,4
5949,4,1964,4,10000,120,170,150,4,2
5950,4,1960,4,8000,72,150,120,2,1
5951,3,1953,4,0,216,176,160,2,1
5952,4,1974,6,30000,107,171,126,3,3
5953,4,1969,4,-1,108,155,92,4,4
5954,4,1979,12,70000,101,173,120,4,5
5955,5,1955,3,2000,88,165,150,1,1
5956,5,1972,13,-3,126,171,146,5,5
5957,5,1994,4,0,200,175,155,5,4
5958,4,1942,4,31200,42,170,150,1,1
5959,5,1963,1,0,99,155,128,4,1
5960,5,1951,11,32400,48,155,120,4,1
5961,4,1977,3,5000,120,160,110,5,1
5962,5,1986,4,0,120,161,130,5,3
5963,4,1944,6,44400,78.8,162,130,4,1
5964,4,1948,4,4000,64,170,160,3,1
5965,4,1949,3,2500,110,180,170,4,1
5966,4,1940,4,100000,75,163,125,4,4
5967,4,1980,10,18000,90,157,100,5,4
5968,4,1930,1,0,100,160,90,3,1
5969,5,1956,1,0,105,158,124,4,1
5970,5,1993,10,3000,150,162,120,5,5
5971,4,1982,3,0,180,160,90,5,4
5972,4,1989,6,0,120,164,112,4,5
5973,4,1950,1,20000,150,170,120,3,2
5974,4,1957,6,35000,50,158,110,3,2
5975,4,1979,10,90000,197,175,150,4,5
5976,4,1938,2,1500,100,158,70,2,1
5977,5,1960,3,10000,75,158,100,4,1
5978,3,1988,3,40000,15,160,84,3,4
5979,4,1979,12,45000,120,165,134,4,4
5980,5,1944,4,22000,120,152,108,4,1
5981,5,1958,6,30000,140,163,116,5,5
5982,3,1987,7,60000,200,175,180,3,2
5983,4,1957,4,-1,30,153,100,3,1
5984,4,1959,9,36000,59,160,140,3,3
5985,4,1951,4,20000,400,160,150,2,1
5986,4,1962,6,45000,70,170,160,2,1
5987,3,1959,6,20000,40,170,120,3,3
5988,3,1965,4,50000,105,160,150,3,2
5989,4,1973,11,100000,100,178,200,4,5
5990,4,1990,4,0,90,150,80,4,5
5991,5,1961,4,0,110,159,100,4,1
5992,4,1969,6,500000,55,170,120,4,5
5993,5,1980,4,240000,100,178,130,5,2
5994,4,1975,9,100000,140,160,135,5,5
5995,5,1964,9,10000,118,183,170,5,5
5996,4,1970,4,24000,80,160,120,5,3
5997,5,1924,2,36000,280,157,116,3,1
5998,4,1984,4,10000,68,168,112,3,3
5999,4,1957,4,0,100,158,130,3,1
6000,4,1954,4,20000,68,162,130,4,1
6001,4,1965,3,1000,240,156,90,2,1
6002,4,1940,1,28000,84,165,140,2,1
6003,3,1970,3,0,60,160,110,2,1
6004,4,1968,4,20000,99,158,92,4,4
6005,4,1935,3,9600,80,150,103,3,1
6006,4,1976,10,10000,65,158,94,4,3
6007,4,1969,3,12000,100,160,120,4,1
6008,4,1991,10,30000,90,170,120,5,4
6009,4,1955,4,5000,270,156,100,4,1
6010,4,1979,3,25000,120,160,103,4,3
6011,5,1972,4,3000,100,165,120,5,1
6012,4,1951,1,780,120,140,80,3,1
6013,4,1987,12,100000,20,165,100,4,5
6014,4,1991,4,12000,30,178,120,5,5
6015,4,1957,6,25000,64,156,84,4,4
6016,5,1979,4,5000,80,180,160,5,4
6017,4,1952,3,20000,180,168,145,4,1
6018,4,1994,4,36000,50,180,150,4,4
6019,5,1955,6,50000,50,175,140,4,3
6020,3,1965,3,0,100,158,104,3,1
6021,5,1941,3,0,140,158,86,1,1
6022,4,1973,3,0,100,159,120,4,2
6023,4,1973,3,40000,120,158,120,4,2
6024,4,1984,10,9030000,100,162,120,5,5
6025,4,1958,4,40000,43,174,150,4,1
6026,4,1972,3,0,90,160,130,4,1
6027,4,1976,12,150000,89,165,100,3,4
6028,4,1941,1,0,160,140,40,4,1
6029,4,1957,4,1500,186,150,85,2,1
6030,4,1972,8,0,60,165,134,4,5
6031,4,1965,4,0,96,166,130,4,1
6032,5,1969,4,400000,100,167,150,4,4
6033,4,1967,4,30000,115,158,100,4,4
6034,4,1965,3,0,444,160,120,4,1
6035,3,1986,11,100000,48,182,140,4,4
6036,2,1953,1,5000,200,160,120,1,1
6037,4,1934,3,720,100,165,114,4,1
6038,5,1944,4,42800,90,160,100,4,1
6039,5,1993,6,-1,80,165,100,4,2
6040,4,1944,1,3000,160,158,100,2,1
6041,4,1939,3,60000,50,160,130,3,1
6042,3,1970,7,30000,90,160,120,2,3
6043,5,1942,4,0,300,172,90,3,1
6044,4,1997,6,0,300,170,140,5,1
6045,5,1952,1,1000,70,168,144,2,1
6046,5,1938,1,1500,40,167,120,4,1
6047,4,1968,12,100000,104,174,152,4,5
6048,4,1963,1,3000,100,160,110,2,1
6049,4,1956,3,24000,200,165,152,3,1
6050,4,1945,1,-3,110,155,94,3,1
6051,4,1990,10,50000,120,165,104,4,5
6052,4,1962,4,36000,6,160,92,3,1
6053,5,1986,4,70000,56,178,130,5,5
6054,5,1961,4,7000,100,155,100,4,1
6055,3,1988,10,0,150,163,130,4,3
6056,4,1969,4,60000,160,171,140,4,1
6057,3,1996,4,35000,10,164,97,5,5
6058,2,1967,3,15000,50,148,148,3,1
6059,2,1981,4,-2,40,170,146,4,2
6060,4,1951,10,48000,190,171,150,4,1
6061,4,1968,4,3000,200,170,140,4,1
6062,4,1978,6,50000,45,160,97,5,3
6063,4,1986,4,15000,110,172,150,4,3
6064,4,1987,10,0,31,158,84,3,4
6065,4,1984,13,150000,168,155,80,3,5
6066,5,1963,4,12000,120,159,120,4,1
6067,4,1935,1,1500,200,167,120,4,1
6068,3,1950,3,1080,50,150,80,2,5
6069,4,1953,6,12000,60,169,152,3,1
6070,5,1971,4,5000,88,160,110,5,1
6071,2,1967,4,7000,60,170,118,4,1
6072,4,1963,12,50000,120,158,115,4,5
6073,4,1966,11,80000,90,172,138,5,4
6074,2,1980,3,20000,240,162,90,2,3
6075,4,1933,3,80000,120,167,100,3,1
6076,3,1973,12,30000,50,160,140,4,5
6077,4,1968,1,1500,108,165,130,3,1
6078,4,1956,4,10000,115,167,118,2,1
6079,2,1975,1,0,120,165,110,5,1
6080,4,1980,4,25000,65,172,140,4,2
6081,4,1983,7,0,87,165,99,3,5
6082,4,1944,7,40000,23,165,100,2,1
6083,2,1964,4,20000,100,158,110,3,1
6084,4,1969,3,20000,16.2,178,160,3,1
6085,3,1961,1,6000,80,155,107,3,1
6086,4,1990,4,0,180,160,106,3,3
6087,5,1954,3,36000,240,170,140,5,1
6088,4,1938,4,27500,60.3,155,110,3,1
6089,4,1968,9,50000,90,161,140,3,1
6090,4,1988,4,20000,320,176,170,5,5
6091,1,1967,3,4000,52,162,98,1,1
6092,4,1953,4,24000,45,180,160,3,1
6093,2,1971,1,5000,170,160,124,1,1
6094,5,1947,3,30000,62,156,120,3,1
6095,4,1958,3,6000,80,150,70,2,2
6096,4,1970,4,20000,100,165,119,1,5
6097,4,1973,4,10000,80,158,97,3,2
6098,4,1978,3,4000,90,148,90,4,1
6099,3,1963,4,10000,266,175,130,2,1
6100,4,1969,3,3000,40,159,112,4,1
6101,5,1965,3,10000,65,170,135,4,1
6102,4,1966,3,20000,102,164,128,2,1
6103,4,1980,4,0,12,155,120,3,2
6104,3,1951,1,2000,60,150,110,4,1
6105,4,1990,4,0,120,155,96,5,5
6106,4,1953,3,2800,90,167,110,4,1
6107,3,1967,4,10000,300,160,120,3,1
6108,4,1969,13,80000,70,160,130,5,5
6109,4,1967,9,35000,120,160,130,4,4
6110,3,1958,3,1300,200,165,140,4,1
6111,4,1952,3,-2,300,158,100,4,1
6112,4,1967,3,0,70,165,115,4,1
6113,4,1955,6,36000,64.6,164,102,3,1
6114,3,1968,10,60000,63,177,180,4,2
6115,4,1975,6,14400,270,158,90,5,4
6116,1,1965,4,6000,70,170,120,2,1
6117,4,1990,4,24000,55,170,110,4,4
6118,4,1961,6,-3,100,167,100,3,1
6119,5,1931,3,14000,60,157,103,2,1
6120,2,1975,6,0,100,175,150,4,5
6121,4,1961,3,4000,150,160,110,2,1
6122,4,1946,3,40000,42,165,120,4,3
6123,3,1991,7,20000,60,175,120,4,4
6124,2,1960,3,5000,132,160,105,2,3
6125,4,1985,4,0,240,175,120,4,4
6126,3,1980,11,40000,96,170,140,3,4
6127,4,1945,4,18000,160,165,100,4,1
6128,5,1979,6,0,80,155,100,5,4
6129,3,1954,1,2000,120,170,120,3,1
6130,3,1964,6,-2,75,150,120,3,1
6131,4,1989,4,-1,120,165,110,4,4
6132,4,1958,4,0,70,173,135,1,1
6133,3,1939,1,0,90,158,100,2,1
6134,4,1945,3,3000,100,150,85,2,1
6135,2,1957,3,15000,81,163,125,4,1
6136,5,1945,1,12000,40,155,100,4,1
6137,2,1944,3,0,180,160,125,4,1
6138,4,1942,6,36000,69,165,130,4,1
6139,5,1962,1,20000,200,163,110,3,1
6140,4,1949,3,24000,137,153,130,4,1
6141,4,1969,11,72000,119,172,140,4,5
6142,5,1990,12,30000,120,158,105,5,4
6143,5,1967,3,2250,380,165,140,3,1
6144,4,1959,4,10000,90,167,128,3,1
6145,3,1970,4,18000,50,160,90,5,4
6146,3,1990,12,36000,80,170,120,4,5
6147,2,1936,3,0,50,148,72,2,1
6148,3,1983,12,120000,75,175,70,4,4
6149,4,1968,6,200000,360,156,120,4,4
6150,4,1985,12,3000,70,157,120,5,3
6151,5,1949,7,40000,63,176,170,5,2
6152,3,1985,4,0,20,170,130,3,1
6153,4,1953,3,1500,180,150,110,2,1
6154,3,1979,3,-1,110,160,100,3,3
6155,3,1968,4,20000,80,178,140,4,1
6156,4,1969,13,90000,120,172,145,4,4
6157,4,1970,4,20000,150,168,125,4,1
6158,4,1984,4,20000,100,170,118,4,3
6159,4,1943,1,2000,200,160,110,2,1
6160,4,1969,3,25000,84,165,110,5,1
6161,4,1946,1,0,90,150,90,4,5
6162,4,1956,6,0,100,157,118,3,1
6163,4,1996,6,-1,300,180,124,5,5
6164,4,1975,1,0,60,158,140,5,1
6165,4,1992,10,-2,120,178,152,4,5
6166,5,1951,1,960,135,153,110,4,1
6167,4,1945,3,780,100,160,105,5,1
6168,4,1959,3,24000,60,172,130,4,1
6169,2,1963,4,12000,30,170,132,4,4
6170,4,1986,11,50000,70,165,140,4,5
6171,1,1938,3,2000,30,162,100,3,1
6172,4,1979,1,4000,90,148,97,4,1
6173,4,1957,6,36000,60.4,159,115,4,4
6174,3,1964,4,10000,160,172,178,3,1
6175,4,1966,12,80000,110,171,154,4,4
6176,3,1965,7,80000,53,160,102,3,5
6177,2,1995,4,84000,270,150,100,5,2
6178,4,1997,10,0,85,164,104,5,4
6179,2,1969,5,7000,150,160,100,3,1
6180,4,1962,4,10000,300,158,106,3,2
6181,4,1965,4,10000,85,158,100,3,1
6182,4,1942,7,9400,48,170,147,3,1
6183,2,1955,10,14400,53,177,160,1,4
6184,4,1958,1,3000,150,160,106,4,1
6185,5,1964,6,-2,215,175,150,1,1
6186,5,1949,4,10000,100,172,150,4,1
6187,2,1959,1,0,60,155,100,4,1
6188,5,1971,4,5000,150,168,110,4,3
6189,4,1987,9,38000,100,173,148,5,4
6190,2,1954,6,60000,33,156,120,2,1
6191,4,1954,6,73200,400,165,135,5,4
6192,5,1975,12,150000,55,162,106,4,5
6193,4,1971,3,30000,220,165,150,3,5
6194,4,1979,4,30000,900,162,110,4,4
6195,5,1952,4,25000,47,162,90,3,3
6196,4,1973,10,80000,90,158,96,4,5
6197,5,1949,6,5000,270,165,116,2,1
6198,4,1974,1,30000,50,165,130,4,1
6199,5,1982,4,12000,70,160,100,3,4
6200,3,1965,12,36000,120,175,145,3,4
6201,4,1971,9,45000,60,160,120,2,5
6202,4,1996,6,-1,125,171,109,5,5
6203,3,1953,3,20000,150,158,110,2,1
6204,5,1952,7,48000,84,168,140,3,4
6205,4,1990,12,0,150,164,102,5,4
6206,4,1944,4,36000,80,165,110,3,1
6207,5,1948,6,33600,70,173,160,4,1
6208,4,1958,6,23000,90,173,128,4,2
6209,2,1976,4,9000,100,160,124,4,4
6210,4,1959,10,50000,117,165,125,3,5
6211,5,1979,6,30000,90,175,190,4,5
6212,3,1956,6,10000,78,160,130,3,1
6213,5,1997,6,-1,100,175,180,4,5
6214,4,1962,4,10000,48,162,140,2,1
6215,5,1951,9,10000,80,167,120,4,4
6216,5,1972,3,10000,120,158,120,5,1
6217,2,1955,6,3500,54,164,123,2,1
6218,4,1969,10,60000,70,178,151,4,5
6219,4,1964,3,1200,150,155,100,2,1
6220,4,1946,1,2000,60,156,110,4,1
6221,2,1968,-8,-2,160,158,120,2,1
6222,4,1963,4,40000,160,175,170,5,1
6223,4,1954,4,50000,80,178,170,4,2
6224,5,1961,9,20000,60,163,120,5,4
6225,3,1989,7,40000,30,178,130,5,5
6226,4,1962,6,20000,24,166,130,4,1
6227,4,1978,4,40000,150,170,128,5,1
6228,4,1960,4,925000,68,175,140,5,4
6229,5,1933,1,40000,50,155,80,2,1
6230,2,1958,6,0,140,150,94,3,1
6231,4,1963,4,0,100,163,145,3,1
6232,4,1940,4,3000,100,155,125,5,1
6233,3,1977,4,80000,78,179,75,4,1
6234,4,1928,3,36948,68,164,136,3,1
6235,4,1942,6,18000,60,158,110,3,1
6236,5,1947,1,0,80,165,110,4,1
6237,4,1993,12,0,180,164,120,4,5
6238,4,1957,1,10000,80,156,96,3,1
6239,4,1995,4,48000,15,165,110,4,4
6240,5,1968,4,50000,130,165,120,4,4
6241,4,1971,9,20000,80,160,106,5,5
6242,4,1977,11,25000,130,157,90,3,4
6243,5,1933,3,30000,135,158,120,5,1
6244,4,1990,6,0,250,165,110,5,4
6245,5,1980,4,36000,30,170,125,3,4
6246,4,1939,10,48000,80,165,140,3,2
6247,4,1985,12,50000,116,165,100,3,5
6248,3,1971,6,15000,50,153,120,3,3
6249,4,1964,3,4000,90,170,130,2,1
6250,4,1951,3,36000,90,165,135,5,3
6251,5,1970,4,25000,90,170,108,4,1
6252,4,1965,3,20000,220,173,120,4,1
6253,4,1967,4,20000,130,160,124,4,4
6254,2,1936,1,960,200,157,140,2,2
6255,4,1941,3,25000,20,150,132,4,1
6256,3,1964,11,40000,100,170,180,3,5
6257,3,1967,10,48000,120,155,114,4,5
6258,4,1962,4,5000,120,160,110,5,1
6259,4,1978,9,80000,62.5,160,96,4,5
6260,4,1972,6,20000,80,159,120,3,3
6261,4,1974,4,0,130,155,108,4,4
6262,4,1963,4,80000,90,175,130,5,4
6263,1,1955,3,15000,30,165,125,1,3
6264,5,1970,4,0,130,177,160,4,4
6265,3,1943,2,60000,103,154,104,3,1
6266,4,1991,4,0,200,160,90,5,3
6267,4,1968,4,25000,100,170,130,5,4
6268,5,1983,12,48000,62,182,160,4,5
6269,4,1950,1,1000,360,150,80,4,1
6270,3,1933,4,60000,52,174,164,3,5
6271,5,1973,4,5000,90,170,100,5,4
6272,4,1977,5,100000,90,178,150,5,5
6273,3,1962,1,500,180,148,82,2,1
6274,4,1976,12,40000,102,179,148,4,5
6275,4,1944,3,60000,270,171,146,3,5
6276,4,1989,4,0,100,163,110,5,3
6277,4,1975,12,150000,78,170,140,4,5
6278,4,1950,3,1500,70,168,164,2,1
6279,4,1986,10,70000,60,160,128,4,5
6280,3,1955,6,30000,170,165,120,3,1
6281,4,1954,12,-3,120,178,160,4,5
6282,2,1986,4,20000,107,165,130,5,5
6283,4,1988,12,80000,120,170,140,4,3
6284,5,1974,4,36000,95,162,104,4,2
6285,3,1995,6,12000,50,160,95,3,5
6286,4,1974,3,30000,70,160,110,4,3
6287,4,1986,10,20000,200,160,150,5,4
6288,3,1975,4,50000,84,172,120,4,2
6289,4,1964,1,10000,120,160,100,4,1
6290,4,1976,4,-1,360,160,102,4,2
6291,5,1965,1,0,15,150,110,4,1
6292,3,1964,6,20000,89,164,135,3,5
6293,5,1960,6,13000,400,150,80,5,1
6294,5,1942,1,0,86,150,86,2,1
6295,4,1993,12,100000,100,170,120,4,5
6296,4,1943,3,600,90,155,85,2,1
6297,4,1962,1,10000,65,156,110,4,1
6298,3,1975,4,10000,100,158,100,3,1
6299,3,1952,3,5000,85,170,110,3,1
6300,4,1958,1,2000,50,150,84,4,1
6301,4,1984,13,-3,25,170,100,5,4
6302,5,1962,6,20000,130,167,150,5,1
6303,3,1968,4,2300,75,156,120,4,5
6304,5,1933,3,700,70,165,160,4,1
6305,5,1948,3,660,60,164,148,4,1
6306,4,1940,7,60000,120,159,100,3,4
6307,4,1968,4,10000,100,170,100,2,1
6308,4,1978,3,20000,100,165,110,5,1
6309,3,1943,3,0,40,165,108,2,1
6310,4,1953,7,50000,100,170,130,4,4
6311,4,1971,4,30000,45,164,140,4,4
6312,4,1952,4,150000,50,174,115,3,2
6313,4,1952,3,2000,80,165,120,4,1
6314,5,1945,6,36000,68,165,105,4,1
6315,5,1941,1,0,160,150,130,2,1
6316,4,1956,1,0,95,153,95,2,1
6317,4,1982,6,50000,70,172,142,4,5
6318,4,1953,3,0,150,150,90,4,1
6319,4,1963,1,0,300,155,110,4,1
6320,4,1949,3,-1,120,158,90,4,1
6321,5,1989,4,250000,110,160,138,5,5
6322,3,1947,1,6000,180,165,120,4,1
6323,4,1963,3,0,90,158,120,4,2
6324,5,1974,3,0,100,172,160,5,1
6325,4,1987,4,0,87,162,104,5,3
6326,2,1975,3,5000,70,170,120,4,1
6327,4,1997,6,20000,90,152,90,4,4
6328,4,1970,4,0,130,160,120,5,1
6329,2,1941,1,10000,90,173,110,4,1
6330,3,1975,4,65000,89,175,130,4,5
6331,2,1975,4,40000,200,167,120,5,5
6332,2,1964,1,25000,30,167,140,2,2
6333,4,1971,4,25000,260,173,170,5,1
6334,4,1969,3,-1,240,160,110,4,1
6335,3,1981,6,12000,66,162,112,3,4
6336,1,1954,1,4000,200,175,120,1,1
6337,4,1957,6,30000,100,168,100,4,4
6338,5,1939,4,400000,58,158,112,3,1
6339,4,1958,6,0,124,175,160,2,5
6340,3,1954,-8,20000,30,158,98,3,2
6341,2,1970,12,96000,28.8,170,130,4,3
6342,4,1988,4,0,100,150,130,4,4
6343,4,1967,4,12000,40,158,120,5,4
6344,2,1960,1,1000,300,165,120,2,1
6345,4,1959,4,4000,80,158,100,4,1
6346,4,1955,6,20000,43,160,200,2,1
6347,4,1991,12,15000,80,170,114,4,5
6348,4,1955,1,8000,100,155,100,4,1
6349,4,1979,4,20000,85,160,120,5,1
6350,4,1960,6,0,100,180,140,4,1
6351,5,1958,12,130000,30,183,180,4,4
6352,4,1977,1,0,70,165,110,4,1
6353,5,1950,4,24000,62,158,90,2,1
6354,5,1982,10,20000,90,178,132,4,5
6355,5,1955,3,37200,360,166,120,5,1
6356,4,1963,1,1000,60,165,160,4,1
6357,3,1980,9,30000,95,170,130,3,4
6358,5,1967,4,15000,260,160,120,2,1
6359,4,1963,4,30000,120,158,120,4,1
6360,4,1974,4,80000,600,170,164,4,2
6361,4,1985,6,70000,110,175,130,4,5
6362,4,1985,4,5600,120,160,120,5,3
6363,4,1982,10,40000,62,170,72,5,5
6364,4,1935,4,28800,130,169,110,4,1
6365,4,1930,1,-2,30,156,90,3,1
6366,4,1979,12,60000,150,161,149,2,4
6367,5,1974,4,10000,300,158,140,4,1
6368,4,1977,4,3500,300,173,128,4,2
6369,5,1969,9,36000,200,155,88,5,5
6370,4,1980,3,-3,260,158,86,2,1
6371,4,1949,1,0,103,150,120,2,3
6372,4,1994,10,0,300,175,125,5,5
6373,4,1946,1,720,50,156,116,4,1
6374,4,1977,10,40000,40,163,114,4,4
6375,4,1954,4,24000,97,170,156,5,2
6376,4,1945,1,2000,100,156,100,3,1
6377,5,1966,3,50000,130,160,130,4,1
6378,5,1954,6,12000,225,160,110,4,4
6379,4,1986,4,50000,300,170,130,4,5
6380,4,1951,1,6000,90,164,160,4,1
6381,4,1964,4,80000,125,160,114,5,5
6382,4,1988,5,30000,80,179,130,5,4
6383,4,1966,3,20000,50,170,110,4,1
6384,4,1996,8,0,170,162,100,4,4
6385,4,1956,6,55000,97,162,124,5,4
6386,3,1991,6,30000,14,170,140,4,1
6387,5,1965,12,36000,60,170,150,5,5
6388,3,1970,4,24000,48,160,140,3,4
6389,4,1946,1,25000,120,165,120,4,1
6390,3,1993,12,6000,60,173,110,2,5
6391,4,1978,4,0,91,158,80,4,4
6392,5,1990,5,14000,58,172,160,2,4
6393,1,1968,3,3800,50,155,100,3,1
6394,3,1996,6,0,100,166,110,4,5
6395,4,1969,3,0,90,163,118,4,1
